canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de combat, utile pour la synthèse de divers équipements
",0,item-icon-402,402,Essence de combat de niveau 5,1,163,0,2,5,0,4,5,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de combat, utile pour la synthèse de divers équipements
",0,item-icon-403,403,Essence de combat de niveau 6,1,164,0,2,6,0,4,6,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de collecte, utile pour la synthèse de divers équipements
",0,item-icon-404,404,Essence de collecte de niveau 4,1,171,0,3,4,0,4,4,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de collecte, utile pour la synthèse de divers équipements
",0,item-icon-405,405,Essence de collecte de niveau 5,1,172,0,3,5,0,4,5,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de collecte, utile pour la synthèse de divers équipements
",0,item-icon-406,406,Essence de collecte de niveau 6,1,173,0,3,6,0,4,6,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-407,407,Essence de plantation agricole de niveau 4,1,147,0,1,4,0,4,4,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-408,408,Essence de plantation agricole de niveau 5,1,148,0,1,5,0,4,5,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de plantation agricole, utile pour la synthèse de divers équipements
",0,item-icon-409,409,Essence de plantation agricole de niveau 6,1,149,0,1,6,0,4,6,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-410,410,Essence d'élevage agricole de niveau 4,1,150,0,1,4,0,4,4,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-411,411,Essence d'élevage agricole de niveau 5,1,151,0,1,5,0,4,5,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence d'élevage agricole, utile pour la synthèse de divers équipements
",0,item-icon-412,412,Essence d'élevage agricole de niveau 6,1,152,0,1,6,0,4,6,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser du blé
",97,item-icon-413,413,Graine de blé,1,493,0,1,4,1,3,4,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des pois
",97,item-icon-414,414,Graine de pois,1,492,0,1,4,1,3,4,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser de l'ail
",97,item-icon-415,415,Graine d'ail,1,491,0,1,4,1,3,4,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des tournesols
",97,item-icon-416,416,Graine de tournesol,1,496,0,1,5,1,3,5,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des raisins
",97,item-icon-417,417,Graine de raisin,1,494,0,1,5,1,3,5,1,718
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner des graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des pommes de terre",97,item-icon-418,418,Graine de pomme de terre,1,495,0,1,5,1,3,5,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires. Tuer des monstres du même niveau peut entraîner l'obtention de cet objet. Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des fleurs cadavres
",97,item-icon-419,419,Graine de Chomper,1,498,0,1,6,1,3,6,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires. Tuer des monstres du même niveau peut entraîner l'obtention de cet objet. Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser des volubilis
",97,item-icon-420,420,Graine de fleur de volubilis,1,499,0,1,6,1,3,6,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires. Tuer des monstres du même niveau peut entraîner l'obtention de cet objet. Son utilisation peut déclencher des effets spéciaux.
-------
Graines pour faire pousser du manioc
",97,item-icon-421,421,Graine de manioc,1,497,0,1,6,1,3,6,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP actuel +320
",0,item-icon-422,422,Potion de guérison dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +50
",0,item-icon-423,423,Potion d'attaque dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +200
",0,item-icon-424,424,Potion de vitesse dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Dommages critiques contre les monstres +120
",0,item-icon-425,425,Potion de coup critique dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP maximum +200
",0,item-icon-426,426,Potion de vie dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Défense de combat +20
",0,item-icon-427,427,Potion de défense dorée de niveau 4,1,62,0,2,4,0,3,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP actuel +400
",0,item-icon-429,429,Potion de guérison en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +60
",0,item-icon-430,430,Potion d'attaque en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +240
",0,item-icon-431,431,Potion de vitesse en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Dommages critiques contre les monstres +150
",0,item-icon-432,432,Potion de coup critique en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP maximum +240
",0,item-icon-433,433,Potion de vie en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Défense de combat +25
",0,item-icon-434,434,Potion de défense en diamant de niveau 5,1,64,0,2,5,0,3,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP actuel +480
",0,item-icon-435,435,Potion de guérison étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Attaque de combat +70
",0,item-icon-436,436,Potion d'attaque étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Vitesse de déplacement +280
",0,item-icon-437,437,Potion de vitesse étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
Dommages critiques contre les monstres +180
",0,item-icon-438,438,Potion de coup critique étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse. Son utilisation peut déclencher des effets spéciaux.
-------
HP maximum +280",0,item-icon-439,439,Potion de vie étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Défense en combat +30
",0,item-icon-440,440,Potion de défense étoilée de niveau 6,1,66,0,2,6,0,3,6,1,
0,1," Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
",0,item-icon-441,441,Marteau en cuivre de niveau 1,1,258,0,2,999,0,1,1,1,
0,1," Le marteau peut enlever l'armure de certains monstres, prenez le marteau et écrasez-les.
",0,item-icon-442,442,Marteau en fer de niveau 2,"1,2",270,0,2,999,0,1,2,1,
0,1," Le marteau peut enlever l'armure de certains monstres, prenez le marteau et écrasez-les.",0,item-icon-443,443,Marteau en cristal de niveau 3,"1,2,3",274,0,2,999,0,1,3,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Le marteau peut enlever l'armure de certains monstres, prenez le marteau et écrasez-les
",0,item-icon-444,444,Marteau doré de niveau 4,"1,2,3,4",287,0,2,999,0,1,4,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Le marteau peut enlever l'armure de certains monstres, prenez le marteau et écrasez-les
",0,item-icon-445,445,Marteau en diamant de niveau 5,"1,2,3,4,5",295,0,2,999,0,1,5,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Le marteau peut enlever l'armure de certains monstres, prenez le marteau et écrasez-les
",0,item-icon-446,446,Marteau de lumière stellaire de niveau 6,"1,2,3,4,5",304,0,2,999,0,1,6,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer les monstres à distance en toute sécurité
",0,item-icon-450,450,"Niveau 4 Arc en or
","1,2,3,4",281,0,2,999,0,1,4,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer les monstres à distance en toute sécurité
",0,item-icon-451,451,"Niveau 5 Arc en diamant
","1,2,3,4,5",289,0,2,999,0,1,5,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer les monstres à distance en toute sécurité
",0,item-icon-452,452,"Niveau 6 Arc en lumière des étoiles
","1,2,3,4,5",303,0,2,999,0,1,6,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur
-------
Utilisé pour calmer votre animal de compagnie, lui permettant de produire en paix
",0,item-icon-453,453,"Niveau 1 Brosse en cuivre
",1,182,0,1,999,0,1,1,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur
-------
Utilisé pour calmer votre animal de compagnie, lui permettant de produire en paix
",0,item-icon-454,454,"Niveau 2 Brosse en fer
","1,2",196,0,1,999,0,1,2,1,718
